"nr";"memo";"materiaal";"bijzonderheden";"omschrijving";"korte_omschrijving";"aub";"hoofd_aanvraag";"soort";"groep";"selectie";"versie_opname";"versie_mutatie";"versie_vervallen";"toelichting";"vraag_type";"decimalen";"eenheid";"abs_min";"abs_max";"ref_min";"ref_max";"antwoordenlijst";"formule";"materiaal_info";"bijzonderheden_info";"aub_info";"groep_info";"formule_uitleg"
1316;"SPAR";"YS";"SK";"sperma aggregatie";"aggr spm";"U";"SPER";"L";"CY";"U";6;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"sperma";"semikwantitatief";"Uitslag";"cytologie";NA
1326;"SPMA";"YS";"MP";"sperma auto-antistoffen IgA/MARIgA";"aanti IgA";"U";"SPER";"L";"CY";"U";6;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"sperma";"meting: percentage";"Uitslag";"cytologie";NA
1327;"SPMG";"YS";"MP";"sperma auto-antistoffen IgG/MARIgG";"aanti IgG";"U";"SPER";"L";"CY";"U";6;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"sperma";"meting: percentage";"Uitslag";"cytologie";NA
289;"EPIT";"YS";"SK";"sperma epitheelcellen";"epith spm";"U";"SPER";"L";"CY";"U";6;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"sperma";"semikwantitatief";"Uitslag";"cytologie";NA
295;"ERY";"YS";"SK";"sperma erytrocyten";"erytr spm";"U";"SPER";"L";"CY";"U";6;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"sperma";"semikwantitatief";"Uitslag";"cytologie";NA
1325;"SPFC";"YS";"MC";"sperma functionele concentratie";"spermfunc";"B";"";"L";"CY";"2";5;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"sperma";"meting: concentratie";"Beide";"cytologie";NA
605;"MOTA";"YS";"MP";"sperma perc. motiliteit klasse A";"motil a";"U";"SPER";"L";"CY";"U";6;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"sperma";"meting: percentage";"Uitslag";"cytologie";NA
606;"MOTB";"YS";"MP";"sperma perc. motiliteit klasse B";"motil b";"U";"SPER";"L";"CY";"U";6;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"sperma";"meting: percentage";"Uitslag";"cytologie";NA
607;"MOTC";"YS";"MP";"sperma perc. motiliteit klasse C";"motil c";"U";"SPER";"L";"CY";"U";6;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"sperma";"meting: percentage";"Uitslag";"cytologie";NA
608;"MOTD";"YS";"MP";"sperma perc. motiliteit klasse D";"motil d";"U";"SPER";"L";"CY";"U";6;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"sperma";"meting: percentage";"Uitslag";"cytologie";NA
3269;"MOTN";"YS";"MP";"sperma perc.niet-progres.bewegend (NP,C)";"sperma NP";"U";"SPER";"L";"CY";"U";17;29;NA;"Deze indeling niet-progressief bewegend komt overeen met de vroegere indeling van motiliteitsklasse C.";"";NA;"";NA;NA;NA;NA;"";NA;"sperma";"meting: percentage";"Uitslag";"cytologie";NA
3268;"MOTP";"YS";"MP";"sperma perc.progressief bewegend(PR,A+B)";"sperma PR";"U";"SPER";"L";"CY";"U";17;29;NA;"Deze indeling progressief bewegend komt overeen met de vroegere indeling van motiliteitsklassen A+B.";"";NA;"";NA;NA;NA;NA;"";NA;"sperma";"meting: percentage";"Uitslag";"cytologie";NA
3270;"MOTI";"YS";"MP";"sperma percentage immotiel (IM,D)";"sperma IM";"U";"SPER";"L";"CY";"U";17;29;NA;"Deze indeling immotiel komt overeen met de vroegere indeling van motiliteitsklasse D.";"";NA;"";NA;NA;NA;NA;"";NA;"sperma";"meting: percentage";"Uitslag";"cytologie";NA
612;"MRFA";"YS";"MP";"sperma percentage licht afwijk. morfol.";"afw morf";"U";"SPER";"L";"CY";"U";6;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"sperma";"meting: percentage";"Uitslag";"cytologie";NA
613;"MRFN";"YS";"MP";"sperma percentage normale morfologie";"norm morf";"U";"SPER";"L";"CY";"U";6;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"sperma";"meting: percentage";"Uitslag";"cytologie";NA
1349;"SVCM";"YS";"MT";"sperma VCM waarde";"VCM";"U";"SPER";"L";"CY";"U";6;14;NA;"VCM = Volume x Concentratie x Motiliteit (percentage progressief bewegende spermatozoën)";"";NA;"";NA;NA;NA;NA;"";NA;"sperma";"meting: totaal";"Uitslag";"cytologie";NA
1324;"SPER";"YS";"MA";"sperma-analyse";"sperma";"A";"";"L";"CY";"1";1;4;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"sperma";"meting: analyse";"Aanvraag";"cytologie";NA
2142;"TSLO";"YS";"";"sperma-onderzoek: tijdstip lozing";"TdstLoz";"B";"";"L";"CY";"2";9;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"sperma";NA;"Beide";"cytologie";NA
2143;"ONTH";"YS";"";"sperma-onderzoek:aantal dagen onthouding";"Onthoud";"B";"";"L";"CY";"2";9;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"sperma";NA;"Beide";"cytologie";NA
688;"O043";"US";"MM";"spermatozoën";"spermatoz";"U";"SEDI";"L";"KC";"U";1;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"urinesediment";"meting: microscopie";"Uitslag";"klinische chemie";NA
1330;"SPZO";"YS";"MT";"spermatozoën, aantal totaal";"aant tot";"U";"SPER";"L";"CY";"U";1;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"sperma";"meting: totaal";"Uitslag";"cytologie";NA
1329;"SPZO";"YS";"MC";"spermatozoën, aantal/ml";"aant/ml";"U";"SPER";"L";"CY";"U";1;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"sperma";"meting: concentratie";"Uitslag";"cytologie";NA
1315;"SPAK";"YS";"MP";"spermatozoën, abn. kopvorm, %";"abn kopv";"U";"SPER";"L";"CY";"U";1;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"sperma";"meting: percentage";"Uitslag";"cytologie";NA
2144;"SPAM";"YS";"MP";"spermatozoën, abn. nek/middenstuk, %";"abn nek/m";"U";"SPER";"L";"CY";"U";9;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"sperma";"meting: percentage";"Uitslag";"cytologie";NA
2145;"SPAS";"YS";"MP";"spermatozoën, abn. staart, %";"abnstaart";"U";"SPER";"L";"CY";"U";9;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"sperma";"meting: percentage";"Uitslag";"cytologie";NA
1314;"SPAG";"YS";"MP";"spermatozoën, agglutinatie";"agglut";"U";"SPER";"L";"CY";"U";1;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"sperma";"meting: percentage";"Uitslag";"cytologie";NA
2146;"SPAC";"YS";"MP";"spermatozoën, cytoplasmadroplet, %";"cytopldr";"U";"SPER";"L";"CY";"U";9;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"sperma";"meting: percentage";"Uitslag";"cytologie";NA
2066;"SPBG";"YS";"1U";"spermatozoën, goed bew. na 1 uur";"g.bew >1u";"U";"SPER";"L";"CY";"U";8;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"sperma";"1 uur";"Uitslag";"cytologie";NA
1317;"SPBG";"YS";"T0";"spermatozoën, goed bew., %";"g.bew %";"U";"SPER";"L";"CY";"U";1;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"sperma";"uitgangsbepaling";"Uitslag";"cytologie";NA
1323;"SPBW";"YS";"MP";"spermatozoën, levende, %";"levend%";"U";"SPER";"L";"CY";"U";1;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"sperma";"meting: percentage";"Uitslag";"cytologie";NA
1319;"SPBM";"YS";"T0";"spermatozoën, matig bew., %";"m.bew %";"U";"SPER";"L";"CY";"U";1;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"sperma";"uitgangsbepaling";"Uitslag";"cytologie";NA
2067;"SPBM";"YS";"1U";"spermatozoën, matig bew.na 1 uur";"m.bew >1u";"U";"SPER";"L";"CY";"U";8;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"sperma";"1 uur";"Uitslag";"cytologie";NA
2068;"SPBN";"YS";"1U";"spermatozoën, niet bew. na 1 uur";"n.bew >1u";"U";"SPER";"L";"CY";"U";8;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"sperma";"1 uur";"Uitslag";"cytologie";NA
1321;"SPBN";"YS";"T0";"spermatozoën, niet bew., %";"n.bew %";"U";"SPER";"L";"CY";"U";1;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"sperma";"uitgangsbepaling";"Uitslag";"cytologie";NA
2147;"SPAT";"YS";"MI";"spermatozoën, TZI index";"TZIindex";"U";"SPER";"L";"CY";"U";9;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"sperma";"meting: index, quotiënt, ratio";"Uitslag";"cytologie";NA
1328;"SPVS";"YS";"MP";"spermatozoën, voorstadia, %";"voorstad%";"U";"SPER";"L";"CY";"U";1;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"sperma";"meting: percentage";"Uitslag";"cytologie";NA
673;"O028";"DF";"";"spiervezels";"spiervezl";"U";"VERT";"L";"KC";"U";1;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"feces";NA;"Uitslag";"klinische chemie";NA
2942;"SPYT";"NL";"";"spijtliquor";"spijt liq";"B";"";"L";"KC";"4";15;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"liquor";NA;"Beide";"klinische chemie";NA
2702;"SPYT";"BP";"";"spijtplasma";"spijtplsm";"B";"";"L";"KC";"4";12;NA;NA;"Deze bepaling kan worden gebruikt om aan te geven dat er spijtplasma is bewaard.";"VT";NA;"";NA;NA;NA;NA;"";NA;"bloed plasma";NA;"Beide";"klinische chemie";NA
2701;"SPYT";"BS";"";"spijtserum";"spijtser";"B";"";"L";"KC";"4";12;NA;NA;"Deze bepaling kan worden gebruikt om aan te geven dat er spijtserum is bewaard.";"VT";NA;"";NA;NA;NA;NA;"";NA;"bloed serum";NA;"Beide";"klinische chemie";NA
3932;"SPRK";"DN";"";"spraakproblemen/dysartrie";"spraakPrb";"B";"";"D";"LO";"2";29;NA;NA;"Als de spraakproblemen de hoofdklacht van het consult vormen, overweeg dan de ICPC code N19 naast of in plaats van deze diagnostische bepaling.";"EK";NA;"";NA;NA;1;NA;"48 - nee/ja/onduidelijk";NA;"mond/kaak";NA;"Beide";"lichamelijk onderzoek";NA
1753;"SPPL";"AO";"";"spuitplekken (diabetes)";"";"B";"";"P";"IN";"4";7;8;NA;NA;"EK";NA;"";NA;NA;NA;1;"53 - normaal/afwijkend/onduidelijk";NA;"overig lichamelijk onderzoek";NA;"Beide";"inspectie";NA
1734;"PKSP";"TZ";"";"spuittechniek (insuline)";"";"B";"";"P";"ZP";"4";7;11;NA;"Ga na of de patiënt deze handeling zelfstandig en correct kan verrichten.";"EK";NA;"";NA;NA;NA;1;"50 - voldoende/onvoldoende/onduidel";NA;"endocriene klieren/metabolisme, zorgproc";NA;"Beide";"zorgproces";NA
1931;"SSAI";"B";"";"SS-A antistoffen (anti-Ro, anti SS-A)";"SS-A as";"B";"ENAI";"L";"IM";"4";7;20;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"immunologie/serologie";NA
1932;"SSBI";"B";"";"SS-B antistoffen (anti-La, anti SS-B)";"SS-B as";"B";"ENAI";"L";"IM";"4";7;20;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"immunologie/serologie";NA
2119;"STAV";"B";"MT";"staafkernige neutrofiele gran., absoluut";"staafnabs";"U";"DIFF";"L";"HE";"U";8;26;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"meting: totaal";"Uitslag";"hematologie";NA
1342;"STAV";"B";"MD";"staafkernige neutrofiele granulocyten";"staafneut";"U";"DIFF";"L";"HE";"U";1;26;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"meting: differentiatie";"Uitslag";"hematologie";NA
3928;"ALBM";"UQ";"";"stadium albuminurie (Stndrd nierschade)";"albumurie";"B";"";"D";"KC";"2";29;NA;NA;"Geef hier aan of er sprake is van albuminurie, uitgedrukt in de stadia zoals beschreven in de NHG-Standaard chronische nierschade 2018. De stadia zijn gebaseerd op de albumine/creatinine ratio, in mg/mmol. Normaal (A1) is een ratio <3, matig verhoogd (A2) = 3-30, en ernstig verhoogd (A3) is >30.";"EK";NA;"";NA;NA;NA;1;"187 - Stadium albuminurie";NA;"urinewegen, anamnese/plan";NA;"Beide";"klinische chemie";NA
2209;"COER";"RQ";"";"stadium COPD (GOLD classificatie)";"GOLDclass";"B";"";"D";"ZP";"2";10;35;NA;"Voor elke GOLD score geldt dat obstructie aanwezig is, volgens de meting FEV1/FVC < 70% en verder: 1: FEV1 (% van voorspeld) > 80%; 2: FEV1 (% van voorspeld) tussen 50% en 80%; 3: FEV1 (% van voorspeld) tussen 30% en 50%; 4: FEV1 (% van voorspeld) < 30% of < 50% met chronisch respiratoir falen. NB: in Nederland wordt voor het aantonen van obstructie het criterium FEV1/FVC post BD Z-Score < -1.64 gebruikt (FRNZ RL) (i.p.v. FEV1/FVC < 70%) en wordt de ziektelast (ZLCP RA) gebruikt als maat van de ernst van de ziekte COPD (en dus niet deze GOLD classificatie voor het stadium van de obstructie).";"EK";NA;"";NA;NA;NA;NA;"98 - GOLD";NA;"luchtwegen, anamnese/plan";NA;"Beide";"zorgproces";NA
3482;"AGSG";"PQ";"";"stadium gedragsverandering (alcoholgebr)";"";"B";"";"P";"AA";"4";20;NA;NA;"Geef het stadium van gedragsverandering aan waarin de patiënt zich bevindt. Stadia: voor-bewustwording: patient is zich niet bewust van problematisch karakter alcoholgebruik; bewustworden: patiënt kent voor- en nadelen van alcoholgebruik en overweegt gedragsverandering; voorbereiding: patiënt kiest voor gedragsverandering; actie: patiënt vermindert of stopt zijn alcoholgebruik; volhouden nieuw gedrag: patiënt zet zijn verminderde of gestopte alcoholgebruik voort; terugval: patiënt hervat het oude alcoholgebruik.";"EK";NA;"";NA;NA;NA;NA;"162 - stadium alcoholgebruik";NA;"psychische problemen, anamnese/plan";NA;"Beide";"anamnese";NA
3935;"NIEF";"UN";"";"stadium nierfunctie (Stndrd nierschade)";"stadNierF";"B";"";"D";"FO";"2";29;NA;NA;"Dit betreft de indeling van het stadium van de nierfunctie, volgens de indeling van de NHG-Standaard Chronische Nierschade (2018). De indeling vindt plaats op basis van de eGFR. G1 = >= 90, G2 = 60-89, G3a = 45-59, G3b = 30-44, G4=15-29, G5= <15";"EK";NA;"";NA;NA;NA;2;"190 - Stadium nierfunctie";NA;"nieren";NA;"Beide";"functie onderzoek";NA
109;"BICA";"BA";"";"standaard bicarbonaat (HCO3-)";"st.bicarb";"U";"BGAS";"L";"KC";"U";4;26;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed arterieel";NA;"Uitslag";"klinische chemie";NA
3820;"BICA";"B";"PO";"standaard bicarbonaat (HCO3-) POC-test";"bicarbPOC";"B";"";"L";"KC";"2";26;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"POC Point Of Care test";"Beide";"klinische chemie";NA
108;"BICA";"B";"";"standaard bicarbonaat (HCO3-) ven";"st.bicarv";"U";"BGAS";"L";"KC";"U";1;26;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"klinische chemie";NA
1747;"STAF";"LV";"LI";"standsafwijking linkervoet";"afwijk lv";"B";"";"D";"IN";"2";7;8;NA;NA;"EK";NA;"";NA;NA;NA;1;"48 - nee/ja/onduidelijk";NA;"voet";"links";"Beide";"inspectie";NA
1748;"STAF";"LV";"RE";"standsafwijking rechtervoet";"afwijk rv";"B";"";"D";"IN";"2";7;8;NA;NA;"EK";NA;"";NA;NA;NA;1;"48 - nee/ja/onduidelijk";NA;"voet";"rechts";"Beide";"inspectie";NA
3671;"STGS";"A";"MH";"stappenteller: gem. aantal stappen p dag";"stappdag";"B";"";"D";"BM";"4";23;NA;NA;"Het betreft het vastleggen van de resultaten van een door de patiënt gedragen stappenteller. Het gemiddelde aantal stappen per dag, in de afgelopen week. Deze informatie wordt door de software van de stappenteller aangeleverd.";"NM";0;"";0;NA;NA;NA;"";NA;"algemeen";"meting: thuismeting";"Beide";"biometrie";NA
3674;"STGT";"A";"MH";"stappenteller: gem.aantal trappen p dag";"trappdag";"B";"";"D";"BM";"4";23;NA;NA;"Het betreft het vastleggen van de resultaten van een door de patiënt gedragen stappenteller. Het gemiddeld aantal trappen dat per dag is genomen in de afgelopen week. Deze informatie wordt door de software van de stappenteller aangeleverd.";"NM";1;"";0;NA;NA;NA;"";NA;"algemeen";"meting: thuismeting";"Beide";"biometrie";NA
3672;"STHS";"A";"MH";"stappenteller: hoogst aant stappen p dag";"staphpdag";"B";"";"D";"BM";"4";23;NA;NA;"Het betreft het vastleggen van de resultaten van een door de patiënt gedragen stappenteller. Het hoogste aantal stappen per dag in de afgelopen week. Deze informatie wordt door de software van de stappenteller aangeleverd.";"NM";0;"";0;NA;NA;NA;"";NA;"algemeen";"meting: thuismeting";"Beide";"biometrie";NA
3673;"STWS";"A";"MH";"stappenteller: tot.aant. stappen deze wk";"stapweek";"B";"";"D";"BM";"4";23;NA;NA;"Het betreft het vastleggen van de resultaten van een door de patiënt gedragen stappenteller. Het totaal aantal stappen in de afgelopen week. Deze informatie wordt door de software van de stappenteller aangeleverd.";"NM";0;"";0;NA;NA;NA;"";NA;"algemeen";"meting: thuismeting";"Beide";"biometrie";NA
1793;"DMCD";"TZ";"";"startdatum controle (DM2)";"";"B";"";"P";"ZP";"4";7;NA;NA;NA;"DT";NA;"";NA;NA;NA;NA;"";NA;"endocriene klieren/metabolisme, zorgproc";NA;"Beide";"zorgproces";NA
4017;"FBHS";"AZ";"";"startdatum farmacologische beh. (roken)";"";"B";"";"P";"TH";"3";35;NA;NA;"Registreer hier de datum van het starten met farmacologische behandeling, conform de zorgstandaard tabaksverslaving 2019.";"DT";NA;"";NA;NA;NA;NA;"";NA;"algemeen, zorgproces";NA;"Beide";"therapie";NA
4015;"SRBS";"AZ";"";"startdatum stop-met-rokenbegeleiding";"";"B";"";"P";"TH";"3";35;NA;NA;"Registreer hier de startdatum van stoppen-met-rokenbegeleiding, conform de zorgstandaard tabaksverslaving 2019.";"DT";NA;"";NA;NA;NA;NA;"";NA;"algemeen, zorgproces";NA;"Beide";"therapie";NA
3564;"STR";"AO";"";"Steep Ramp Test (SRT)";"SteepRamp";"B";"";"D";"FO";"4";21;NA;NA;"De Steep Ramp test meet het uithoudingsvermogen van de patient met behulp van een fiets-ergometer, waarbij tijdens het fietsen het benodigde vermogen steeds verder wordt opgevoerd, totdat de patiënt het vereiste tempo van 60 omwentelingen per minuut niet langer kan volhouden. De uitkomst is het aantal watts vermogen dat is bereikt.";"NM";0;"W";0;1000;NA;NA;"";NA;"overig lichamelijk onderzoek";NA;"Beide";"functie onderzoek";NA
2983;"STER";"UE";"";"steroid profiel urine 24u";"sterp u24";"B";"";"L";"KC";"4";15;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"urine 24 uurs";NA;"Beide";"klinische chemie";NA
621;"N2";"B";"MT";"stikstof totaal";"stikstof";"B";"";"L";"KC";"4";4;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"meting: totaal";"Beide";"klinische chemie";NA
622;"N2";"DF";"MT";"stikstof totaal feces";"stikstoff";"B";"";"L";"KC";"4";4;18;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"feces";"meting: totaal";"Beide";"klinische chemie";NA
623;"N2";"U";"MT";"stikstof totaal urine";"stikstofu";"B";"";"L";"KC";"4";4;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"urine";"meting: totaal";"Beide";"klinische chemie";NA
702;"O057";"B";"MD";"stomatocyten";"stomatocy";"U";"DIFF";"L";"HE";"U";3;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"meting: differentiatie";"Uitslag";"hematologie";NA
2001;"STAF";"AZ";"";"stopafspraak gemaakt (roken)";"";"B";"";"P";"TH";"4";8;NA;NA;NA;"EK";NA;"";NA;NA;NA;NA;"11 - ja/nee";NA;"algemeen, zorgproces";NA;"Beide";"therapie";NA
1599;"ASDL";"RZ";"";"streefdoelen (1 consult) astma gehaald";"";"B";"";"P";"ZP";"4";7;35;NA;"Beoordeling of de streef- of behandeldoelen van astma, die binnen 1 consult kunnen worden nagegaan, zijn behaald.";"EK";NA;"";NA;NA;NA;1;"49 - ja/nee/onduidelijk";NA;"luchtwegen, zorgproces";NA;"Beide";"zorgproces";NA
1778;"CODL";"RZ";"";"streefdoelen (1 consult) COPD gehaald";"";"B";"";"P";"ZP";"4";7;35;NA;"Beoordeling of de streef- of behandeldoelen van COPD, die binnen 1 consult kunnen worden nagegaan, zijn behaald.";"EK";NA;"";NA;NA;NA;1;"49 - ja/nee/onduidelijk";NA;"luchtwegen, zorgproces";NA;"Beide";"zorgproces";NA
3849;"GASP";"B";"PO";"streptokokken groep A POC-test (GAS)";"GAS POC";"B";"";"L";"BA";"2";27;NA;NA;"De bepaling gebeurt in de huisartsenpraktijk door middel van een Point of care-testsysteem.";"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"POC Point Of Care test";"Beide";"bacteriologie";NA
2221;"STRI";"B";"";"Strongyloides antistoffen";"strong as";"B";"";"L";"IM";"3";10;20;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"immunologie/serologie";NA
3285;"STRI";"DF";"MM";"Strongyloides feces";"stongfec";"U";"WORM";"L";"PS";"U";17;18;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"feces";"meting: microscopie";"Uitslag";"parasitologie";NA
2987;"SUMA";"U";"MI";"sucrose / mannitol ratio urine";"sucr/manu";"B";"";"L";"KC";"4";15;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"urine";"meting: index, quotiënt, ratio";"Beide";"klinische chemie";NA
2984;"SAT";"U";"";"suiker absorptie tolerantie test ur(SAT)";"SAT urine";"B";"";"L";"KC";"4";15;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"urine";NA;"Beide";"klinische chemie";NA
2834;"SUPR";"B";"";"sulpiride";"sulpiride";"B";"";"L";"FT";"4";14;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"farmacologie/toxicologie";NA
3986;"SWA2";"PQ";"";"SWAN-vragenlijst hyperactiviteit (ADHD)";"SWAN2HPer";"B";"";"D";"AA";"3";32;NA;NA;"SWAN=Strenghts and Weaknesses of ADHD-symptoms and Normal-Behavior. De score voor hyperactiviteit bestaat uit het gemiddelde van de scores van de vragen 10-18 uit de SWAN vragenlijst. Minimum is -3 (ver beneden gemiddeld), Maximum is 3 (ver boven gemiddeld).";"NM";0;"";-3;3;NA;NA;"";NA;"psychische problemen, anamnese/plan";NA;"Beide";"anamnese";NA
3985;"SWAN";"PQ";"";"SWAN-vrglst aandachtsproblm. (ADHD)";"SWANAandc";"B";"";"D";"AA";"3";32;NA;NA;"SWAN=Strenghts and Weaknesses of ADHD-symptoms and Normal-Behavior. De score voor aandachtsproblematiek bestaat uit het gemiddelde van de scores van de vragen 1-9 uit de SWAN vragenlijst. Minimum is -3 (ver beneden gemiddeld), Maximum is 3 (ver boven gemiddeld).";"NM";0;"";-3;3;NA;NA;"";NA;"psychische problemen, anamnese/plan";NA;"Beide";"anamnese";NA
3257;"SYNC";"AQ";"";"syncope (anamnese)";"";"B";"";"P";"AA";"4";17;NA;NA;"Registreer aanwezig indien de patënt in de afgelopen tijd (bijvoorbeeld het laatste half jaar) wel eens plotseling het bewustzijn heeft verloren.";"EK";NA;"";NA;NA;NA;1;"18 - afwezig/aanwezig/onduidelijk";NA;"algemeen, anamnese/plan";NA;"Beide";"anamnese";NA
1744;"RRSY";"KA";"";"systolische bloeddruk";"RRsyst";"B";"";"D";"BM";"2";7;18;NA;NA;"NM";0;"mmHg";0;400;NA;140;"";NA;"hartvaatstelsel, algemeen";NA;"Beide";"biometrie";NA
1745;"RRSY";"KA";"PL";"systolische bloeddruk (liggend)";"RRsystlig";"B";"";"D";"BM";"2";7;18;NA;NA;"NM";0;"mmHg";0;400;NA;140;"";NA;"hartvaatstelsel, algemeen";"patiënt: liggend";"Beide";"biometrie";NA
2189;"RRSY";"KA";"PS";"systolische bloeddruk (staand)";"RRsyststn";"B";"";"D";"BM";"2";9;18;NA;NA;"NM";0;"mmHg";0;400;NA;140;"";NA;"hartvaatstelsel, algemeen";"patiënt: staand";"Beide";"biometrie";NA
2055;"RRSY";"KA";"MH";"systolische bloeddruk (thuismeting)";"RRsythuis";"B";"";"D";"BM";"2";9;18;NA;NA;"NM";0;"mmHg";0;400;NA;140;"";NA;"hartvaatstelsel, algemeen";"meting: thuismeting";"Beide";"biometrie";NA
1794;"RRSA";"KA";"";"systolische bloeddruk bovenarm tbv EAI";"RRsysarmD";"B";"";"D";"BM";"2";7;30;NA;"Dit betreft de bepaling van de systolische bloeddruk aan de bovenarm ten behoeve van het berekenen van de enkel-arm index. Dit kan zowel via Doppler als via de oscillometrische methode worden gedaan. Bij links-rechts verschil wordt de arm met de hoogste bloeddruk genomen.";"NM";0;"mmHg";0;400;NA;NA;"";NA;"hartvaatstelsel, algemeen";NA;"Beide";"biometrie";NA
1742;"RRSE";"KA";"LI";"systolische bloeddruk enkel links";"RRsyenliD";"B";"";"D";"BM";"2";7;30;NA;"Dit betreft de bepaling van de systolische bloeddruk aan de enkel ten behoeve van het berekenen van de enkel-arm index. Dit kan zowel via Doppler als via de oscillometrische methode worden gedaan.";"NM";0;"mmHg";0;900;90;NA;"";NA;"hartvaatstelsel, algemeen";"links";"Beide";"biometrie";NA
